Elapsed Time (s),Hot(C),Cold(V),Voltage(A)
1682.0,31.12,30.19,0.0
1682.5,31.12,30.19,0.0
1683.0,31.12,30.19,0.0
1683.5,31.12,30.19,0.0
1684.0,31.12,30.19,0.0
1684.5,31.12,30.19,0.0
1685.0,31.12,30.19,0.0
1685.5,31.12,30.19,0.0
1686.0,31.12,30.19,0.0
1686.5,31.12,30.19,0.0
1687.0,31.12,30.25,0.0
1687.5,31.12,30.25,0.0
1688.0,31.12,30.25,0.0
1688.5,31.12,30.25,0.0
1689.0,31.12,30.25,0.0
1689.5,31.12,30.25,0.0
1690.0,31.12,30.25,0.0
1690.5,31.12,30.25,0.0
1691.0,31.12,30.25,0.0
1691.5,31.12,30.25,0.0
1692.0,31.12,30.25,0.0
1692.5,31.12,30.25,0.0
1693.0,31.12,30.25,0.0
1693.5,31.12,30.25,0.0
1694.0,31.12,30.25,0.0
1694.5,31.12,30.25,0.0
1695.0,31.12,30.25,0.0
1695.5,31.12,30.25,0.0
1696.0,31.12,30.25,0.0
1696.5,31.12,30.25,0.0
1697.0,31.12,30.25,0.0
1697.5,31.12,30.25,0.0
1698.0,31.12,30.25,0.0
1698.5,31.12,30.25,0.0
1699.0,31.12,30.25,0.0
1699.5,31.12,30.25,0.0
1700.0,31.12,30.25,0.0
1700.5,31.12,30.25,0.0
1701.0,31.12,30.25,0.0
1701.5,31.12,30.25,0.0
1702.0,31.12,30.25,0.0
1702.5,31.12,30.25,0.0
1703.0,31.12,30.25,0.0
1703.5,31.12,30.25,0.0
1704.0,31.12,30.25,0.0
1704.5,31.12,30.25,0.0
1705.0,31.12,30.25,0.0
1705.5,31.12,30.25,0.0
1706.0,31.12,30.25,0.0
1706.5,31.12,30.25,0.0
1707.0,31.12,30.25,0.0
1707.5,31.12,30.25,0.0
1708.0,31.12,30.25,0.0
1708.5,31.12,30.25,0.0
1709.0,31.12,30.25,0.0
1709.5,31.12,30.25,0.0
1710.0,31.12,30.25,0.0
1710.5,31.12,30.25,0.0
1711.0,31.19,30.25,0.0
1711.5,31.19,30.25,0.0
1712.0,31.25,30.25,0.0
1712.5,31.19,30.25,0.0
1713.0,31.19,30.25,0.0
1713.5,31.12,30.25,0.0
1714.0,31.12,30.25,0.0
1714.5,31.12,30.25,0.0
1715.0,31.12,30.25,0.0
1715.5,31.12,30.25,0.0
1716.0,31.12,30.25,0.0
1716.5,31.12,30.25,0.0
1717.0,31.12,30.25,0.0
1717.5,31.12,30.2,0.0
1718.0,31.12,30.31,0.0
1718.5,31.12,30.31,0.0
1719.0,31.12,30.31,0.0
1719.5,31.12,30.31,0.0
1720.0,31.12,30.31,0.0
1720.5,31.12,30.31,0.0
1721.0,31.12,30.31,0.0
1721.5,31.12,30.31,0.0
1722.0,31.12,30.31,0.0
1722.5,31.12,30.31,0.0
1723.0,31.12,30.31,0.0
1723.5,31.12,30.31,0.0
1724.0,31.12,30.31,0.0
1724.5,31.12,30.31,0.0
1725.0,31.12,30.31,0.0
1725.5,31.12,30.31,0.0
1726.0,31.12,30.31,0.0
1726.5,31.12,30.31,0.0
1727.0,31.12,30.31,0.0
1727.5,31.12,30.31,0.0
1728.0,31.12,30.31,0.0
1728.5,31.12,30.31,0.0
1729.0,31.12,30.31,0.0
1729.5,31.12,30.31,0.0
1730.0,31.12,30.31,0.0
1730.5,31.12,30.31,0.0
1731.0,31.12,30.31,0.0
1731.5,31.12,30.31,0.0
1732.0,31.12,30.31,0.0
1732.5,31.12,30.31,0.0
1733.0,31.12,30.31,0.0
1733.5,31.12,30.31,0.0
1734.0,31.12,30.31,0.0
1734.5,31.12,30.31,0.0
1735.0,31.12,30.31,0.0
1735.5,31.12,30.31,0.0
1736.0,31.12,30.31,0.0
1736.5,31.12,30.31,0.0
1737.0,31.12,30.31,0.0
1737.5,31.12,30.31,0.0
1738.0,31.12,30.31,0.0
1738.5,31.12,30.31,0.0
1739.0,31.12,30.31,0.0
1739.5,31.12,30.31,0.0
1740.0,31.12,30.31,0.0
1740.5,31.12,30.31,0.0
1741.0,31.12,30.31,0.0
1741.5,31.12,30.31,0.0
1742.0,31.12,30.31,0.0
1742.5,31.12,30.31,0.0
1743.0,31.12,30.31,0.0
1743.5,31.12,30.31,0.0
1744.0,31.12,30.31,0.0
1744.5,31.12,30.31,0.0
1745.0,31.12,30.31,0.0
1745.5,31.12,30.31,0.0
1746.0,31.12,30.31,0.0
1746.5,31.12,30.31,0.0
1747.0,31.12,30.31,0.0
1747.5,31.12,30.31,0.0
1748.0,31.12,30.31,0.0
1748.5,31.12,30.31,0.0
1749.0,31.12,30.31,0.0
1749.5,31.12,30.31,0.0
1750.0,31.12,30.31,0.0
1750.5,31.12,30.31,0.0
1751.0,31.12,30.31,0.0
1751.5,31.12,30.31,0.0
1752.0,31.12,30.31,0.0
1752.5,31.12,30.31,0.0
1753.0,31.12,30.31,0.0
1753.5,31.12,30.31,0.0
1754.0,31.19,30.31,0.0
1754.5,31.19,30.37,0.0
1755.0,31.19,30.37,0.0
1755.5,31.19,30.37,0.0
1756.0,31.19,30.37,0.0
1756.5,31.19,30.37,0.0
1757.0,31.19,30.37,0.0
1757.5,31.19,30.37,0.0
